,y,x,image,flux_e,flux
345,1040.82352628 pix,957.017305088 pix,0346,551.5592936777681,454389.9678592167
346,1040.03488106 pix,956.206436247 pix,0347,535.6318507527086,413020.498037555
347,1039.19421064 pix,956.063044804 pix,0348,529.4576867523805,399528.21392778994
348,1038.10416587 pix,955.829073476 pix,0349,518.5631119682445,369952.50163485867
349,1038.1551045 pix,955.146834367 pix,0350,517.3557568489443,364788.29284572264
350,1038.81634629 pix,955.874856574 pix,0351,519.1116512340876,372986.86515379755
351,1038.20444286 pix,955.954892126 pix,0352,507.8615982463965,339096.7635527546
352,1038.10555275 pix,955.059952159 pix,0353,499.9852079341234,320202.3974533831
353,1038.08246264 pix,954.872051143 pix,0354,501.48558455777965,322965.9510243715
354,1037.99512197 pix,955.029948047 pix,0355,485.8184545209929,289799.4114618136
355,1037.81154573 pix,955.048773216 pix,0356,494.19577594998316,305731.3166051991
356,1037.13125558 pix,954.912351782 pix,0357,496.1947443564522,308669.77778676024
357,1037.10604188 pix,955.063095869 pix,0358,486.2117045124752,286678.38695647696
358,1037.07596976 pix,955.231230841 pix,0359,482.8191812105262,282015.34912900894
359,1036.99802385 pix,955.11259689 pix,0360,520.9542565307132,386529.059356641
360,1036.92775131 pix,955.117216593 pix,0361,528.9309253335542,410429.7357885139
361,1036.90161087 pix,954.920293574 pix,0362,536.1917705488972,428757.72140591167
362,1036.19769732 pix,955.092545007 pix,0363,519.3119030199553,391481.33318654296
363,1036.18644697 pix,955.03039356 pix,0364,490.83017170744125,320253.4274634663
364,1035.98670576 pix,954.951239603 pix,0365,505.3978345992602,358277.8268407928
365,1036.05774372 pix,954.94160224 pix,0366,515.4223648685128,380996.67331184
366,1035.84905927 pix,954.781645014 pix,0367,500.1146755233525,347695.0198210447
367,1035.83401394 pix,954.927126402 pix,0368,504.73847799666055,359509.5971222047
368,1035.04554185 pix,954.036160242 pix,0369,521.7206754269414,398087.9834338514
369,1035.22130504 pix,954.188692915 pix,0370,491.67359258392315,329798.3905431101
370,1034.1009659 pix,954.20328946 pix,0371,459.52495883709946,253916.38684403698
371,1034.05201125 pix,952.187933693 pix,0372,470.8925019818649,276343.9875725029
372,1033.80346552 pix,952.221880431 pix,0373,470.3234847232898,266839.9587422009
373,1032.9939634 pix,952.036696838 pix,0374,474.69630603704366,279485.1825269753
374,1033.03981079 pix,951.999246154 pix,0375,472.00452085025137,270369.79957921355
375,1032.90596105 pix,952.029123367 pix,0376,463.1823932934123,250289.3130572841
376,1031.82042488 pix,951.959811793 pix,0377,480.5681554920507,298118.6525522238
377,1031.06414417 pix,951.788023021 pix,0378,481.65583779809697,298694.343845176
378,1031.17491946 pix,951.917881615 pix,0379,480.6647892470216,292988.796017844
379,1030.8624069 pix,951.04643673 pix,0380,474.5004965484768,280274.1210271987
380,1030.20798073 pix,950.803520071 pix,0381,485.8487126647644,310787.49094442785
381,1030.09940259 pix,950.1554768 pix,0382,488.9121744103135,329443.27842443855
382,1029.20863787 pix,949.799509104 pix,0383,493.67173227877896,343481.80008523073
383,1029.01369571 pix,948.994311901 pix,0384,470.1999969986976,298268.43836877483
384,1028.19917817 pix,948.107180331 pix,0385,447.0541303748518,252237.09328859393
385,1028.00943191 pix,947.161415311 pix,0386,471.30881476739046,299771.12044992053
386,1027.77891653 pix,947.215652222 pix,0387,508.203682789792,372903.4916907674
387,1027.78202452 pix,947.895881368 pix,0388,412.4114136636126,170083.9857827623
388,1027.18059247 pix,947.088662541 pix,0389,391.7360669901155,118608.67028827539
389,1027.08803292 pix,946.893295566 pix,0390,403.857312139248,153041.63121850297
390,1026.85176075 pix,946.184103332 pix,0391,402.2138237147591,154494.6489322648
391,1026.19936572 pix,945.956779506 pix,0392,459.0421266080702,274381.8429145138
392,1026.13908028 pix,946.14201534 pix,0393,500.332398838343,360054.2946652814
393,1026.0326343 pix,946.117458591 pix,0394,494.69374901458383,349394.43118006474
394,1025.77131516 pix,946.021288857 pix,0395,514.5454602368895,390310.3992109997
395,1025.79886259 pix,945.213846056 pix,0396,472.5626372215562,303693.06120395684
396,1025.23643405 pix,945.79218827 pix,0397,410.78951921995696,181947.59271565944
397,1025.15892426 pix,945.213122677 pix,0398,412.4820375925122,192650.57674628907
398,1025.14364334 pix,945.827530207 pix,0399,384.81801458920324,130991.7487136912
399,1024.81734533 pix,944.979779923 pix,0400,415.3601271497027,199379.16552495968
400,1024.17752087 pix,944.153219338 pix,0401,438.0230399168876,248812.9253916992
401,1023.96007737 pix,944.111696717 pix,0402,428.4552297722433,229727.9434730952
402,1023.93294725 pix,944.818373526 pix,0403,425.53644108739985,221052.89116283716
403,1023.97245874 pix,944.2327699 pix,0404,408.59647789846485,182800.3833008689
